MovieID,Title
m3248,Sister Act 2: Back in the Habit (1993)
m3249,"Hand That Rocks the Cradle, The (1992)"
m325,National Lampoon's Senior Trip (1995)
m3250,Alive (1993)
m3251,Agnes of God (1985)
m3252,Scent of a Woman (1992)
m3253,Wayne's World (1992)
m3254,Wayne's World 2 (1993)
m3255,"League of Their Own, A (1992)"
m3256,Patriot Games (1992)
m3257,"Bodyguard, The (1992)"
m3258,Death Becomes Her (1992)
m3259,Far and Away (1992)
m326,To Live (Huozhe) (1994)
m3260,Howards End (1992)
m3261,Singles (1992)
m3262,Twin Peaks: Fire Walk with Me (1992)
m3263,White Men Can't Jump (1992)
m3264,Buffy the Vampire Slayer (1992)
m3265,Hard-Boiled (Lashou shentan) (1992)
m3266,Man Bites Dog (C'est arrivé près de chez vous) (1992)
m3267,"Mariachi, El (1992)"
m3268,Stop! Or My Mom Will Shoot (1992)
m3269,Forever Young (1992)
m327,Tank Girl (1995)
m3270,"Cutting Edge, The (1992)"
m3271,Of Mice and Men (1992)
m3272,Bad Lieutenant (1992)
m3273,Scream 3 (2000)
m3274,Single White Female (1992)
m3275,"Boondock Saints, The (1999)"
m3276,Gun Shy (2000)
m3277,Beloved/Friend (Amigo/Amado) (1999)
m328,Tales From the Crypt Presents: Demon Knight (1995)
m3280,"Baby, The (1973)"
m3281,"Brandon Teena Story, The (1998)"
m3282,Different for Girls (1996)
m3283,Minnie and Moskowitz (1971)
m3284,They Might Be Giants (1971)
m3285,"Beach, The (2000)"
m3286,Snow Day (2000)
m3287,"Tigger Movie, The (2000)"
m3288,Cotton Mary (1999)
m3289,Not One Less (Yi ge dou bu neng shao) (1999)
m329,Star Trek: Generations (1994)
m3290,Soft Toilet Seats (1999)
m3291,Trois (2000)
m3292,"Big Combo, The (1955)"
m3293,Conceiving Ada (1997)
m3294,Eaten Alive (1976)
m3295,Raining Stones (1993)
m3296,To Sir with Love (1967)
m3297,With Byrd at the South Pole (1930)
m3298,Boiler Room (2000)
m3299,Hanging Up (2000)
m33,Wings of Courage (1995)
m330,Tales from the Hood (1995)
m3300,Pitch Black (2000)
m3301,"Whole Nine Yards, The (2000)"
m3302,Beautiful People (1999)
m3303,Black Tar Heroin: The Dark End of the Street (1999)
m3304,Blue Collar (1978)
m3305,Bluebeard (1944)
m3306,"Circus, The (1928)"
m3307,City Lights (1931)
m3308,"Flamingo Kid, The (1984)"
m3309,"Dog's Life, A (1920)"
m331,Tom & Viv (1994)
m3310,"Kid, The (1921)"
m3311,"Man from Laramie, The (1955)"
m3312,"McCullochs, The (1975)"
m3313,Class Reunion (1982)
m3314,"Big Trees, The (1952)"
m3315,Happy Go Lovely (1951)
m3316,Reindeer Games (2000)
m3317,Wonder Boys (2000)
m3318,Deterrence (1998)
m3319,Judy Berlin (1999)
m332,Village of the Damned (1995)
m3320,Mifune (Mifunes sidste sang) (1999)
m3321,"Waiting Game, The (2000)"
m3322,3 Strikes (2000)
m3323,Chain of Fools (2000)
m3324,Drowning Mona (2000)
m3325,"Next Best Thing, The (2000)"
m3326,What Planet Are You From? (2000)
m3327,Beyond the Mat (2000)
m3328,Ghost Dog: The Way of the Samurai (1999)
m3329,"Year My Voice Broke, The (1987)"
m333,Tommy Boy (1995)
m3330,Splendor in the Grass (1961)
m3331,My Tutor (1983)
m3333,"Killing of Sister George, The (1968)"
m3334,Key Largo (1948)
m3335,Jail Bait (1954)
m3336,It Happened Here (1961)
m3337,I'll Never Forget What's 'is Name (1967)
m3338,For All Mankind (1989)
m3339,Cross of Iron (1977)
m334,Vanya on 42nd Street (1994)
m3340,Bride of the Monster (1956)
m3341,Born Yesterday (1950)
m3342,Birdy (1984)
m3343,And God Created Woman (1988)
m3344,Blood Feast (1963)
m3345,"Charlie, the Lonesome Cougar (1967)"
m3346,Color Me Blood Red (1965)
m3347,Never Cry Wolf (1983)
m3349,"Perils of Pauline, The (1947)"
m335,"Underneath, The (1995)"
m3350,"Raisin in the Sun, A (1961)"
m3351,Two Thousand Maniacs! (1964)
m3352,Brown's Requiem (1998)
m3353,"Closer You Get, The (2000)"
m3354,Mission to Mars (2000)
m3355,"Ninth Gate, The (2000)"
m3357,East-West (Est-ouest) (1999)
m3358,Defending Your Life (1991)
m3359,Breaking Away (1979)
m336,"Walking Dead, The (1995)"
m3360,Hoosiers (1986)
m3361,Bull Durham (1988)
m3362,Dog Day Afternoon (1975)
m3363,American Graffiti (1973)
m3364,"Asphalt Jungle, The (1950)"
m3365,"Searchers, The (1956)"
m3366,Where Eagles Dare (1969)
m3367,"Devil's Brigade, The (1968)"
m3368,"Big Country, The (1958)"
m337,What's Eating Gilbert Grape (1993)
m3370,Betrayed (1988)
m3371,Bound for Glory (1976)
m3372,"Bridge at Remagen, The (1969)"
m3373,Buck and the Preacher (1972)
m3374,Daughters of the Dust (1992)
m3375,Destination Moon (1950)
m3376,"Fantastic Night, The (La Nuit Fantastique) (1949)"
m3377,Hangmen Also Die (1943)
m3378,"Ogre, The (Der Unhold) (1996)"
m3379,On the Beach (1959)
m338,Virtuosity (1995)
m3380,Railroaded! (1947)
m3381,Slaves to the Underground (1997)
m3382,Song of Freedom (1936)
m3384,"Taking of Pelham One Two Three, The (1974)"
m3385,Volunteers (1985)
m3386,JFK (1991)
m3387,Who's Harry Crumb? (1989)
m3388,Harry and the Hendersons (1987)
m3389,Let's Get Harry (1986)
m339,While You Were Sleeping (1995)
m3390,Shanghai Surprise (1986)
m3391,Who's That Girl? (1987)
m3392,She-Devil (1989)
m3393,Date with an Angel (1987)
m3394,Blind Date (1987)
m3395,Nadine (1987)
m3396,"Muppet Movie, The (1979)"
m3397,"Great Muppet Caper, The (1981)"
m3398,"Muppets Take Manhattan, The (1984)"
m3399,Sesame Street Presents Follow That Bird (1985)
m34,Babe (1995)
m340,"War, The (1994)"
m3400,We're Back! A Dinosaur's Story (1993)
m3401,Baby... Secret of the Lost Legend (1985)
m3402,Turtle Diary (1985)
m3403,Raise the Titanic (1980)
m3404,Titanic (1953)
m3405,"Night to Remember, A (1958)"
m3406,Captain Horatio Hornblower (1951)
m3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)"
m3408,Erin Brockovich (2000)
m3409,Final Destination (2000)
m341,Double Happiness (1994)
m3410,Soft Fruit (1999)
m3412,"Bear, The (1988)"
m3413,Impact (1949)
m3414,Love Is a Many-Splendored Thing (1955)
m3415,"Mirror, The (Zerkalo) (1975)"
m3416,"Trial, The (Le Procès) (1963)"
m3417,"Crimson Pirate, The (1952)"
m3418,Thelma & Louise (1991)
m3419,Something for Everyone (1970)
m342,Muriel's Wedding (1994)
m3420,...And Justice for All (1979)
m3421,Animal House (1978)
m3422,She's Gotta Have It (1986)
m3423,School Daze (1988)
m3424,Do the Right Thing (1989)
m3425,Mo' Better Blues (1990)
m3426,Jungle Fever (1991)
m3427,Coogan's Bluff (1968)
m3428,"Champ, The (1979)"
m3429,Creature Comforts (1990)
m343,"Baby-Sitters Club, The (1995)"
m3430,Death Wish (1974)
m3431,Death Wish II (1982)
m3432,Death Wish 3 (1985)
m3433,Death Wish 4: The Crackdown (1987)
m3434,Death Wish V: The Face of Death (1994)
m3435,Double Indemnity (1944)
m3436,Dying Young (1991)
m3437,Cool as Ice (1991)
m3438,Teenage Mutant Ninja Turtles (1990)
m3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
m344,Ace Ventura: Pet Detective (1994)
m3440,Teenage Mutant Ninja Turtles III (1993)
m3441,Red Dawn (1984)
m3442,Band of the Hand (1986)
m3443,Born American (1986)
m3444,Bloodsport (1988)
m3445,Eyes of Laura Mars (1978)
m3446,Funny Bones (1995)
m3447,"Good Earth, The (1937)"
m3448,"Good Morning, Vietnam (1987)"
m3449,"Good Mother, The (1988)"
m345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
m3450,Grumpy Old Men (1993)
m3451,Guess Who's Coming to Dinner (1967)
m3452,Romeo Must Die (2000)
m3453,Here on Earth (2000)
m3454,Whatever It Takes (2000)
m3456,"Color of Paradise, The (Rang-e Khoda) (1999)"
m3457,Waking the Dead (1999)
m3458,Blood and Sand (Sangre y Arena) (1989)
m3459,Gothic (1986)
m346,Backbeat (1993)
m3460,Hillbillys in a Haunted House (1967)
m3461,Lord of the Flies (1963)
m3462,Modern Times (1936)
m3463,Last Resort (1994)
m3464,Solar Crisis (1993)
m3465,That's Life! (1986)
m3466,Heart and Souls (1993)
m3467,Hud (1963)
m3468,"Hustler, The (1961)"
m3469,Inherit the Wind (1960)
m347,Bitter Moon (1992)
m3470,Dersu Uzala (1974)
m3471,Close Encounters of the Third Kind (1977)
m3472,Horror Hotel (a.k.a. The City of the Dead) (1960)
m3473,Jonah Who Will Be 25 in the Year 2000 (1976)
m3474,Retroactive (1997)
m3475,"Place in the Sun, A (1951)"
m3476,Jacob's Ladder (1990)
m3477,Empire Records (1995)
m3478,"Bamba, La (1987)"
m3479,Ladyhawke (1985)
m348,Bullets Over Broadway (1994)
m3480,Lucas (1986)
m3481,High Fidelity (2000)
m3482,Price of Glory (2000)
m3483,"Road to El Dorado, The (2000)"
m3484,"Skulls, The (2000)"
m3485,Autopsy (Macchie Solari) (1975)
m3486,Devil Girl From Mars (1954)
m3487,"Dorado, El (1967)"
m3488,"Hideous Sun Demon, The (1959)"
m3489,Hook (1991)
m349,Clear and Present Danger (1994)
m3490,Horror Express (1972)
m3491,My Chauffeur (1986)
m3492,"Son of the Sheik, The (1926)"
m3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973)
m3494,True Grit (1969)
m3495,Roadside Prophets (1992)
m3496,Madame Sousatzka (1988)
m3497,Max Dugan Returns (1983)
m3498,Midnight Express (1978)
m3499,Misery (1990)
m35,Carrington (1995)
m350,"Client, The (1994)"
m3500,Mr. Saturday Night (1992)
m3501,Murphy's Romance (1985)
m3502,My Life (1993)
m3503,Solaris (Solyaris) (1972)
m3504,Network (1976)
m3505,No Way Out (1987)
m3506,North Dallas Forty (1979)
m3507,"Odd Couple, The (1968)"
m3508,"Outlaw Josey Wales, The (1976)"
m3509,Black and White (1999)
m351,"Corrina, Corrina (1994)"
m3510,Frequency (2000)
m3511,Ready to Rumble (2000)
m3512,Return to Me (2000)
m3513,Rules of Engagement (2000)
m3514,Joe Gould's Secret (2000)
m3515,Me Myself I (2000)
m3516,"Bell, Book and Candle (1958)"
m3517,"Bells, The (1926)"
m3518,"End of Violence, The (1997)"
m3519,Force 10 from Navarone (1978)
m352,Crooklyn (1994)
m3520,How to Stuff a Wild Bikini (1965)
m3521,Mystery Train (1989)
m3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971)
m3523,Taffin (1988)
m3524,Arthur (1981)
m3525,Bachelor Party (1984)
m3526,Parenthood (1989)
m3527,Predator (1987)
m3528,"Prince of Tides, The (1991)"
m3529,"Postman Always Rings Twice, The (1981)"
m353,"Crow, The (1994)"
m3530,Smoking/No Smoking (1993)
m3531,All the Vermeers in New York (1990)
m3532,Freedom for Us (À nous la liberté ) (1931)
m3533,"Actor's Revenge, An (Yukinojo Henge) (1963)"
m3534,28 Days (2000)
m3535,American Psycho (2000)
m3536,Keeping the Faith (2000)
m3537,Where the Money Is (2000)
m3538,East is East (1999)
m3539,"Filth and the Fury, The (2000)"
m354,Cobb (1994)
m3540,Passion of Mind (1999)
m3542,Coming Apart (1969)
m3543,Diner (1982)
m3544,Shakes the Clown (1991)
m3545,Cabaret (1972)
m3546,What Ever Happened to Baby Jane? (1962)
m3547,Prick Up Your Ears (1987)
m3548,Auntie Mame (1958)
m3549,Guys and Dolls (1955)
m355,"Flintstones, The (1994)"
m3550,"Hunger, The (1983)"
m3551,Marathon Man (1976)
m3552,Caddyshack (1980)
m3553,Gossip (2000)
m3554,Love and Basketball (2000)
m3555,U-571 (2000)
m3556,"Virgin Suicides, The (1999)"
m3557,Jennifer 8 (1992)
m3559,Limelight (1952)
m356,Forrest Gump (1994)
m3562,Committed (2000)
m3563,"Crow: Salvation, The (2000)"
m3564,"Flintstones in Viva Rock Vegas, The (2000)"
m3565,Where the Heart Is (2000)
m3566,"Big Kahuna, The (2000)"
m3567,Bossa Nova (1999)
m3568,Smiling Fish and Goat on Fire (1999)
m3569,"Idiots, The (Idioterne) (1998)"
m357,Four Weddings and a Funeral (1994)
m3570,"Last September, The (1999)"
m3571,Time Code (2000)
m3572,Carnosaur (1993)
m3573,Carnosaur 2 (1995)
m3574,Carnosaur 3: Primal Species (1996)
m3575,Defying Gravity (1997)
m3576,"Hidden, The (1987)"
m3577,Two Moon Juction (1988)
m3578,Gladiator (2000)
m3579,I Dreamed of Africa (2000)
m358,Higher Learning (1995)
m3580,Up at the Villa (2000)
m3581,Human Traffic (1999)
m3584,Breathless (1983)
m3585,"Great Locomotive Chase, The (1956)"
m3586,"Idolmaker, The (1980)"
m3587,Inferno (1980)
m3588,"King of Marvin Gardens, The (1972)"
m359,I Like It Like That (1994)
m3590,"Lords of Flatbush, The (1974)"
m3591,Mr. Mom (1983)
m3592,Time Masters (Les Maîtres du Temps) (1982)
m3593,Battlefield Earth (2000)
m3594,Center Stage (2000)
m3595,Held Up (2000)
m3596,Screwed (2000)
m3597,Whipped (2000)
m3598,Hamlet (2000)
m3599,Anchors Aweigh (1945)
m36,Dead Man Walking (1995)
m360,I Love Trouble (1994)
m3600,Blue Hawaii (1961)
m3601,"Castaway Cowboy, The (1974)"
m3602,G. I. Blues (1960)
m3603,"Gay Deceivers, The (1969)"
m3604,Gypsy (1962)
m3605,King Creole (1958)
m3606,On the Town (1949)
m3607,One Little Indian (1973)
m3608,Pee-wee's Big Adventure (1985)
m3609,Regret to Inform (1998)
m361,It Could Happen to You (1994)
m3610,Roustabout (1964)
m3611,Saludos Amigos (1943)
m3612,"Slipper and the Rose, The (1976)"
m3613,Things Change (1988)
m3614,Honeymoon in Vegas (1992)
m3615,Dinosaur (2000)
m3616,Loser (2000)
m3617,Road Trip (2000)
m3618,Small Time Crooks (2000)
m3619,"Hollywood Knights, The (1980)"
m362,"Jungle Book, The (1994)"
m3620,"Myth of Fingerprints, The (1997)"
m3621,Possession (1981)
m3622,"Twelve Chairs, The (1970)"
m3623,Mission: Impossible 2 (2000)
m3624,Shanghai Noon (2000)
m3625,Better Living Through Circuitry (1999)
m3626,8 1/2 Women (1999)
m3627,Carnival of Souls (1962)
m3628,Flying Tigers (1942)
m3629,"Gold Rush, The (1925)"
m363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)"
m3631,It's in the Water (1998)
m3632,Monsieur Verdoux (1947)
m3633,On Her Majesty's Secret Service (1969)
m3634,Seven Days in May (1964)
m3635,"Spy Who Loved Me, The (1977)"
m3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998)
m3637,Vagabond (Sans toit ni loi) (1985)
m3638,Moonraker (1979)
m3639,"Man with the Golden Gun, The (1974)"
m364,"Lion King, The (1994)"
m3640,"King in New York, A (1957)"
m3641,"Woman of Paris, A (1923)"
m3642,In Old California (1942)
m3643,"Fighting Seabees, The (1944)"
m3644,Dark Command (1940)
m3645,Cleo From 5 to 7 (Cléo de 5 à 7) (1962)
m3646,Big Momma's House (2000)
m3647,Running Free (2000)
m3648,"Abominable Snowman, The (1957)"
m3649,American Gigolo (1980)
m365,Little Buddha (1993)
m3651,"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)"
m3652,City of the Living Dead (Paura nella città dei morti viventi) (1980)
m3653,"Endless Summer, The (1966)"
m3654,"Guns of Navarone, The (1961)"
m3655,Blow-Out (La Grande Bouffe) (1973)
m3656,Lured (1947)
m3657,Pandora and the Flying Dutchman (1951)
m3658,Quatermass and the Pit (1967)
m3659,Quatermass II (1957)
m366,Wes Craven's New Nightmare (1994)
m3660,Puppet Master (1989)
m3661,Puppet Master II (1990)
m3662,Puppet Master III: Toulon's Revenge (1991)
m3663,Puppet Master 4 (1993)
m3664,Puppet Master 5: The Final Chapter (1994)
m3665,Curse of the Puppet Master (1998)
m3666,Retro Puppetmaster (1999)
m3667,Rent-A-Cop (1988)
m3668,Romeo and Juliet (1968)
m3669,Stay Tuned (1992)
m367,"Mask, The (1994)"
m3670,"Story of G.I. Joe, The (1945)"
m3671,Blazing Saddles (1974)
m3672,Benji (1974)
m3673,Benji the Hunted (1987)
m3674,For the Love of Benji (1977)
m3675,White Christmas (1954)
m3676,Eraserhead (1977)
m3677,Baraka (1992)
m3678,"Man with the Golden Arm, The (1955)"
m3679,"Decline of Western Civilization, The (1981)"
m368,Maverick (1994)
m3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
m3681,For a Few Dollars More (1965)
m3682,Magnum Force (1973)
m3683,Blood Simple (1984)
m3684,"Fabulous Baker Boys, The (1989)"
m3685,Prizzi's Honor (1985)
m3686,Flatliners (1990)
m3687,Light Years (1988)
m3688,Porky's (1981)
m3689,Porky's II: The Next Day (1983)
m369,Mrs. Parker and the Vicious Circle (1994)
m3690,Porky's Revenge (1985)
m3691,Private School (1983)
m3692,Class of Nuke 'Em High (1986)
m3693,"Toxic Avenger, The (1985)"
m3694,"Toxic Avenger, Part II, The (1989)"
m3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
m3696,Night of the Creeps (1986)
m3697,Predator 2 (1990)
m3698,"Running Man, The (1987)"
m3699,Starman (1984)
m37,Across the Sea of Time (1995)
m370,Naked Gun 33 1/3: The Final Insult (1994)
m3700,"Brother from Another Planet, The (1984)"
m3701,Alien Nation (1988)
m3702,Mad Max (1979)
m3703,Mad Max 2 (a.k.a. The Road Warrior) (1981)
m3704,Mad Max Beyond Thunderdome (1985)
m3705,Bird on a Wire (1990)
m3706,Angel Heart (1987)
m3707,Nine 1/2 Weeks (1986)
m3708,Firestarter (1984)
m3709,Sleepwalkers (1992)
m371,"Paper, The (1994)"
m3710,Action Jackson (1988)
m3711,Sarafina! (1992)
m3712,Soapdish (1991)
m3713,"Long Walk Home, The (1990)"
m3714,Clara's Heart (1988)
m3715,Burglar (1987)
m3716,Fatal Beauty (1987)
m3717,Gone in 60 Seconds (2000)
m3718,American Pimp (1999)
m3719,Love's Labour's Lost (2000)
m372,Reality Bites (1994)
m3720,Sunshine (1999)
m3721,Trixie (1999)
m3722,Live Virgin (1999)
m3723,Hamlet (1990)
m3724,Coming Home (1978)
m3725,American Pop (1981)
m3726,Assault on Precinct 13 (1976)
m3727,Near Dark (1987)
m3728,One False Move (1991)
m3729,Shaft (1971)
m373,Red Rock West (1992)
m3730,"Conversation, The (1974)"
m3731,Cutter's Way (1981)
m3732,"Fury, The (1978)"
m3733,"Paper Chase, The (1973)"
m3734,Prince of the City (1981)
m3735,Serpico (1973)
m3736,"Big Carnival, The (1951)"
m3737,Lonely Are the Brave (1962)
m3738,"Sugarland Express, The (1974)"
m3739,Trouble in Paradise (1932)
m374,Richie Rich (1994)
m3740,Big Trouble in Little China (1986)
m3741,Badlands (1973)
m3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)"
m3743,Boys and Girls (2000)
m3744,Shaft (2000)
m3745,Titan A.E. (2000)
m3746,Butterfly (La Lengua de las Mariposas) (2000)
m3747,Jesus' Son (1999)
m3748,"Match, The (1999)"
m3749,Time Regained (Le Temps Retrouvé) (1999)
m375,Safe Passage (1994)
m3751,Chicken Run (2000)
m3752,"Me, Myself and Irene (2000)"
m3753,"Patriot, The (2000)"
m3754,"Adventures of Rocky and Bullwinkle, The (2000)"
m3755,"Perfect Storm, The (2000)"
m3756,"Golden Bowl, The (2000)"
m3757,Asylum (1972)
m3758,Communion (1989)
m3759,Fun and Fancy Free (1947)
m376,"River Wild, The (1994)"
m3760,"Kentucky Fried Movie, The (1977)"
m3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)"
m3762,Daughter of Dr. Jeckyll (1957)
m3763,F/X (1986)
m3764,F/X 2 (1992)
m3765,"Hot Spot, The (1990)"
m3766,Missing in Action (1984)
m3767,Missing in Action 2: The Beginning (1985)
m3768,Braddock: Missing in Action III (1988)
m3769,Thunderbolt and Lightfoot (1974)
m377,Speed (1994)
m3770,Dreamscape (1984)
m3771,"Golden Voyage of Sinbad, The (1974)"
m3772,Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969)
m3773,House Party (1990)
m3774,House Party 2 (1991)
m3775,Make Mine Music (1946)
m3776,Melody Time (1948)
m3777,Nekromantik (1987)
m3778,On Our Merry Way (1948)
m3779,Project Moon Base (1953)
m378,Speechless (1994)
m3780,Rocketship X-M (1950)
m3781,Shaft in Africa (1973)
m3782,Shaft's Big Score! (1972)
m3783,Croupier (1998)
m3784,"Kid, The (2000)"
m3785,Scary Movie (2000)
m3786,But I'm a Cheerleader (1999)
m3787,Shower (Xizhao) (1999)
m3788,Blowup (1966)
m3789,"Pawnbroker, The (1965)"
m379,Timecop (1994)
m3790,Groove (2000)
m3791,Footloose (1984)
m3792,Duel in the Sun (1946)
m3793,X-Men (2000)
m3794,Chuck & Buck (2000)
m3795,"Five Senses, The (1999)"
m3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)"
m3797,"In Crowd, The (2000)"
m3798,What Lies Beneath (2000)
m3799,Pokémon the Movie 2000 (2000)
m38,It Takes Two (1995)
m380,True Lies (1994)
m3800,Criminal Lovers (Les Amants Criminels) (1999)
m3801,Anatomy of a Murder (1959)
m3802,Freejack (1992)
m3803,Greaser's Palace (1972)
m3804,H.O.T.S. (1979)
m3805,Knightriders (1981)
m3806,MacKenna's Gold (1969)
m3807,Sinbad and the Eye of the Tiger (1977)
m3808,Two Women (La Ciociara) (1961)
m3809,What About Bob? (1991)
m381,When a Man Loves a Woman (1994)
m3810,White Sands (1992)
m3811,Breaker Morant (1980)
m3812,Everything You Always Wanted to Know About Sex (1972)
m3813,Interiors (1978)
m3814,Love and Death (1975)
m3816,"Official Story, The (La Historia Oficial) (1985)"
m3817,"Other Side of Sunday, The (Søndagsengler) (1996)"
m3818,Pot O' Gold (1941)
m3819,Tampopo (1986)
m382,Wolf (1994)
m3820,Thomas and the Magic Railroad (2000)
m3821,Nutty Professor II: The Klumps (2000)
m3822,"Girl on the Bridge, The (La Fille sur le Pont) (1999)"
m3823,Wonderland (1999)
m3824,Autumn in New York (2000)
m3825,Coyote Ugly (2000)
m3826,Hollow Man (2000)
m3827,Space Cowboys (2000)
m3828,Better Living (1998)
m383,Wyatt Earp (1994)
m3830,Psycho Beach Party (2000)
m3831,Saving Grace (2000)
m3832,"Black Sabbath (Tre Volti Della Paura, I) (1963)"
m3833,"Brain That Wouldn't Die, The (1962)"
m3834,Bronco Billy (1980)
m3835,"Crush, The (1993)"
m3836,Kelly's Heroes (1970)
m3837,Phantasm II (1988)
m3838,Phantasm III: Lord of the Dead (1994)
m3839,Phantasm IV: Oblivion (1998)
m384,Bad Company (1995)
m3840,Pumpkinhead (1988)
m3841,Air America (1990)
m3842,Make Them Die Slowly (Cannibal Ferox) (1980)
m3843,Sleepaway Camp (1983)
m3844,Steel Magnolias (1989)
m3845,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956)
m3846,Easy Money (1983)
m3847,"Ilsa, She Wolf of the SS (1974)"
m3848,Silent Fall (1994)
m3849,"Spiral Staircase, The (1946)"
m385,"Man of No Importance, A (1994)"
m3850,Whatever Happened to Aunt Alice? (1969)
m3851,I'm the One That I Want (2000)
m3852,"Tao of Steve, The (2000)"
m3853,"Tic Code, The (1998)"
m3854,Aimée & Jaguar (1999)
m3855,"Affair of Love, An (Une Liaison Pornographique) (1999)"
m3857,Bless the Child (2000)
m3858,Cecil B. Demented (2000)
m3859,"Eyes of Tammy Faye, The (2000)"
m386,S.F.W. (1994)
m3860,"Opportunists, The (1999)"
m3861,"Replacements, The (2000)"
m3862,About Adam (2000)
m3863,"Cell, The (2000)"
m3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
m3865,"Original Kings of Comedy, The (2000)"
m3866,Sunset Strip (2000)
m3867,All the Rage (a.k.a. It's the Rage) (1999)
m3868,"Naked Gun: From the Files of Police Squad!, The (1988)"
m3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
m387,"Low Down Dirty Shame, A (1994)"
m3870,Our Town (1940)
m3871,Shane (1953)
m3872,"Suddenly, Last Summer (1959)"
m3873,Cat Ballou (1965)
m3874,"Couch in New York, A (1996)"
m3875,"Devil Rides Out, The (1968)"
m3876,Jerry & Tom (1998)
m3877,Supergirl (1984)
m3878,X: The Unknown (1956)
m3879,"Art of War, The (2000)"
m388,Boys Life (1995)
m3880,"Ballad of Ramblin' Jack, The (2000)"
m3881,Bittersweet Motel (2000)
m3882,Bring It On (2000)
m3883,Catfish in Black Bean Sauce (2000)
m3884,"Crew, The (2000)"
m3885,Love & Sex (2000)
m3886,Steal This Movie! (2000)
m3887,Went to Coney Island on a Mission From God... Be Back by Five (1998)
m3888,Skipped Parts (2000)
m3889,Highlander: Endgame (2000)
m389,"Colonel Chabert, Le (1994)"
m3890,Back Stage (2000)
m3891,Turn It Up (2000)
m3892,Anatomy (Anatomie) (2000)
m3893,Nurse Betty (2000)
m3894,Solas (1999)
m3895,"Watcher, The (2000)"
m3896,"Way of the Gun, The (2000)"
m3897,Almost Famous (2000)
m3898,Bait (2000)
m3899,Circus (2000)
m39,Clueless (1995)
m390,Faster Pussycat! Kill! Kill! (1965)
m3900,Crime and Punishment in Suburbia (2000)
m3901,Duets (2000)
m3902,Goya in Bordeaux (Goya en Bodeos) (1999)
m3903,Urbania (2000)
m3904,"Uninvited Guest, An (2000)"
m3905,"Specials, The (2000)"
m3906,Under Suspicion (2000)
m3908,Urban Legends: Final Cut (2000)
m3909,Woman on Top (2000)
m391,Jason's Lyric (1994)
m3910,Dancer in the Dark (2000)
m3911,Best in Show (2000)
m3912,Beautiful (2000)
m3913,Barenaked in America (1999)
m3914,"Broken Hearts Club, The (2000)"
m3915,Girlfight (2000)
m3916,Remember the Titans (2000)
m3917,Hellraiser (1987)
m3918,Hellbound: Hellraiser II (1988)
m3919,Hellraiser III: Hell on Earth (1992)
m392,"Secret Adventures of Tom Thumb, The (1993)"
m3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)"
m3921,Beach Party (1963)
m3922,Bikini Beach (1964)
m3923,Return of the Fly (1959)
m3924,Pajama Party (1964)
m3925,Stranger Than Paradise (1984)
m3926,Voyage to the Bottom of the Sea (1961)
m3927,Fantastic Voyage (1966)
m3928,Abbott and Costello Meet Frankenstein (1948)
m3929,"Bank Dick, The (1940)"
m393,Street Fighter (1994)
m3930,"Creature From the Black Lagoon, The (1954)"
m3931,"Giant Gila Monster, The (1959)"
m3932,"Invisible Man, The (1933)"
m3933,"Killer Shrews, The (1959)"
m3934,Kronos (1957)
m3935,Kronos (1973)
m3936,"Phantom of the Opera, The (1943)"
m3937,Runaway (1984)
m3938,"Slumber Party Massacre, The (1982)"
m3939,"Slumber Party Massacre II, The (1987)"
m394,Coldblooded (1995)
m3940,"Slumber Party Massacre III, The (1990)"
m3941,Sorority House Massacre (1986)
m3942,Sorority House Massacre II (1990)
m3943,Bamboozled (2000)
m3944,Bootmen (2000)
m3945,Digimon: The Movie (2000)
m3946,Get Carter (2000)
m3947,Get Carter (1971)
m3948,Meet the Parents (2000)
m3949,Requiem for a Dream (2000)
m3950,Tigerland (2000)
m3951,Two Family House (2000)
m3952,"Contender, The (2000)"
m396,Fall Time (1995)
m397,"Fear, The (1995)"
m398,Frank and Ollie (1995)
m4,Waiting to Exhale (1995)
m40,"Cry, the Beloved Country (1995)"
m401,Mirage (1995)
m402,Open Season (1996)
m404,Brother Minister: The Assassination of Malcolm X (1994)
m405,Highlander III: The Sorcerer (1994)
m406,Federal Hill (1994)
m407,In the Mouth of Madness (1995)
m408,8 Seconds (1994)
